Epoch,train_acc1(%),train_acc5(%),loss,test_acc1(%),test_acc5(%),time(min)
62,61.53197479248047,82.56746673583984,1.6590549670262262,63.85199737548828,85.6719970703125,11.0
63,61.33964920043945,82.40605163574219,1.6693752236426,64.0199966430664,85.68199920654297,11.0
64,61.667476654052734,82.69172668457031,1.652394630088869,64.68799591064453,86.00599670410156,11.0
65,61.75489807128906,82.71170806884766,1.6502894105993196,63.99399948120117,85.61199951171875,11.0
66,61.751773834228516,82.81317901611328,1.6434409562876802,64.10199737548828,85.8699951171875,11.0
67,61.82514572143555,82.8353500366211,1.6415454671279077,64.6500015258789,86.08599853515625,11.0
68,61.98593521118164,82.85970306396484,1.6374578348097644,64.19599914550781,85.82599639892578,11.0
69,62.152347564697266,83.00706481933594,1.6279275910612834,64.88199615478516,86.19599914550781,11.0
70,61.96345520019531,82.9293212890625,1.633141448924063,65.09199523925781,86.34199523925781,11.0
71,62.15921401977539,83.04484558105469,1.6268453622378536,65.30400085449219,86.51399993896484,11.0
72,62.36996078491211,83.13788604736328,1.6178594554837142,64.91799926757812,86.2239990234375,11.0
73,62.375579833984375,83.05514526367188,1.6194374391338355,64.56999969482422,86.14399719238281,11.0
74,62.65876007080078,83.31085205078125,1.6052260984839748,64.89199829101562,86.2979965209961,11.0
75,62.57789611816406,83.36736297607422,1.6037034942117845,64.86000061035156,86.07999420166016,11.0
76,62.807373046875,83.31022644042969,1.599446610825709,65.19200134277344,86.66999816894531,11.0
77,62.785518646240234,83.45759582519531,1.5973289625756013,65.5459976196289,86.56800079345703,11.0
78,63.06307601928711,83.54844665527344,1.589717224918246,65.72599792480469,86.64799499511719,11.0
79,62.926326751708984,83.50567626953125,1.5913462025561276,65.22599792480469,86.56199645996094,12.0
80,63.086181640625,83.63336944580078,1.582239062915654,65.62200164794922,86.4959945678711,12.0
81,63.221683502197266,83.77355194091797,1.5727569664523435,64.75599670410156,86.38999938964844,12.0
82,63.187339782714844,83.72016143798828,1.5758506535274894,65.53199768066406,86.7760009765625,12.0
83,63.2816276550293,83.79666137695312,1.5729111875353954,65.66199493408203,86.79199981689453,13.0
84,63.33720397949219,83.77980041503906,1.571286586815165,65.62999725341797,86.6780014038086,13.0
85,63.58478927612305,83.96025848388672,1.5588965004789508,65.59600067138672,86.80999755859375,13.0
86,63.65316390991211,84.03893280029297,1.5540453989183929,65.67599487304688,86.69200134277344,13.0
87,63.78616714477539,84.02457427978516,1.5512823666483282,66.21399688720703,87.09199523925781,11.0
88,63.85422897338867,84.190673828125,1.5432695627715725,65.86599731445312,86.87999725341797,11.0
89,63.79116439819336,84.13572692871094,1.5437797790176735,66.65999603271484,87.3499984741211,11.0
90,63.82675552368164,84.18286895751953,1.5450252957260864,66.40999603271484,87.16400146484375,11.0
91,64.03937530517578,84.36644744873047,1.5300349972907388,66.33399963378906,87.2760009765625,11.0
92,64.2782211303711,84.51350402832031,1.5230488136697113,66.3239974975586,87.22200012207031,11.0
93,64.2457504272461,84.34989929199219,1.5256987584454118,66.48600006103516,87.22200012207031,11.0
94,64.37625122070312,84.51912689208984,1.5173655975432623,66.18799591064453,86.90999603271484,11.0
95,64.55297088623047,84.65962219238281,1.5098585223147594,66.58200073242188,87.1520004272461,11.0
96,64.71219635009766,84.73986053466797,1.5021839324352502,66.22999572753906,87.30799865722656,11.0
97,64.76402282714844,84.75578308105469,1.5031003043765114,66.0459976196289,87.03199768066406,12.0
98,64.84051513671875,84.78606414794922,1.499398929287048,66.89799499511719,87.55799865722656,11.0
99,64.91950988769531,84.88629150390625,1.4882390592281443,66.84600067138672,87.5739974975586,11.0
100,64.9991226196289,84.85413360595703,1.4901134646142982,67.25199890136719,87.6780014038086,11.0
101,65.06781005859375,84.9396743774414,1.4816306667029058,67.37999725341797,87.88199615478516,11.0
102,65.38908386230469,85.13574981689453,1.471705071316292,66.47999572753906,87.27399444580078,11.0
103,65.4315414428711,85.19975280761719,1.4670306090841243,67.16600036621094,87.50999450683594,11.0
104,65.31914520263672,85.27000427246094,1.4669143942414702,67.51200103759766,87.85799407958984,11.0
105,65.58609008789062,85.22972869873047,1.4652692189191068,67.25599670410156,87.87799835205078,11.0
106,65.64665985107422,85.28779602050781,1.4580817048112822,67.74199676513672,88.04999542236328,11.0
107,65.77716064453125,85.42017364501953,1.4514459081273923,67.55400085449219,87.95399475097656,11.0
108,65.89237213134766,85.48387145996094,1.4477228162951847,67.47799682617188,87.76200103759766,11.0
109,65.95762634277344,85.5740966796875,1.440692955659185,67.4959945678711,87.9679946899414,11.0
110,66.19709014892578,85.70709991455078,1.4277061123686163,68.04199981689453,88.04399871826172,11.0
111,66.17961120605469,85.57191467285156,1.43486367251069,67.69999694824219,87.91400146484375,11.0
112,66.44967651367188,85.7732925415039,1.4215815390530315,67.9280014038086,88.14799499511719,11.0
113,66.34664154052734,85.89505767822266,1.4180162648043573,67.94200134277344,88.14799499511719,12.0
114,66.6985092163086,85.97904205322266,1.4073164194769088,67.97799682617188,88.11599731445312,11.0
115,66.53897094726562,85.90286254882812,1.4141064516669344,68.06199645996094,88.28399658203125,11.0
116,66.81839752197266,86.13858032226562,1.3963958972081578,68.11000061035156,88.32999420166016,11.0
117,66.90644836425781,86.16793060302734,1.394877730140859,68.0459976196289,88.2959976196289,12.0
118,67.02102661132812,86.25004577636719,1.3927842922697695,68.1240005493164,88.50199890136719,12.0
119,67.17401123046875,86.36493682861328,1.3813771908863224,68.43000030517578,88.55199432373047,12.0
120,67.45188903808594,86.46234893798828,1.3729372746092292,68.20199584960938,88.39199829101562,12.0
121,67.47686004638672,86.440185546875,1.3731707353931832,68.16199493408203,88.43799591064453,12.0
122,67.4699935913086,86.53353881835938,1.367997994136833,68.2239990234375,88.447998046875,12.0
123,67.7413101196289,86.65123748779297,1.3570340272868833,68.47000122070312,88.6240005493164,12.0
124,67.83528900146484,86.77237701416016,1.3541707086600032,68.85800170898438,88.53799438476562,11.0
125,67.87212371826172,86.89258575439453,1.34215411184795,69.00199890136719,88.73999786376953,11.0
126,68.07506561279297,86.85386657714844,1.3403561248419376,68.70199584960938,88.64599609375,12.0
127,68.39446258544922,87.08584594726562,1.3274283036244416,69.14799499511719,88.68000030517578,12.0
128,68.29611206054688,87.04182434082031,1.3285637979924418,69.05400085449219,88.71599578857422,12.0
129,68.4993667602539,87.09489440917969,1.320872414590429,69.0219955444336,88.88800048828125,12.0
130,68.74507904052734,87.18138122558594,1.312492021786579,69.32599639892578,88.84199523925781,12.0
131,68.8712158203125,87.26567840576172,1.3081113555835027,69.30999755859375,88.96599578857422,12.0
132,68.91867065429688,87.35466003417969,1.3011771951924003,69.56999969482422,89.0979995727539,12.0
133,69.02513885498047,87.40679931640625,1.2977171073944207,69.75399780273438,89.22799682617188,12.0
134,69.18904876708984,87.50546264648438,1.288493197424558,69.59199523925781,89.03799438476562,12.0
135,69.4288330078125,87.7071533203125,1.2822510672458536,69.42599487304688,89.1719970703125,12.0
136,69.46910858154297,87.65782165527344,1.2794897957629325,70.11799621582031,89.39399719238281,12.0
137,69.5496597290039,87.67999267578125,1.2728419681442977,69.38800048828125,89.09600067138672,12.0
138,69.79225158691406,87.83172607421875,1.264704862494941,70.20199584960938,89.37999725341797,12.0
139,70.02703857421875,87.92601776123047,1.2547625256893633,69.9739990234375,89.40599822998047,12.0
140,69.956787109375,87.97628021240234,1.2537224905051365,69.75199890136719,89.13599395751953,12.0
141,70.11414337158203,88.13363647460938,1.2450766052116609,70.09199523925781,89.56599426269531,12.0
142,70.34549713134766,88.2188720703125,1.2355098010952579,70.14799499511719,89.55599975585938,13.0
143,70.54156494140625,88.35624694824219,1.2257151555939385,70.08599853515625,89.54000091552734,12.0
144,70.50191497802734,88.34126281738281,1.2257845376514587,70.63999938964844,89.61799621582031,12.0
145,70.69798278808594,88.42181396484375,1.2190196537934874,70.3479995727539,89.43000030517578,12.0
146,71.01113891601562,88.53233337402344,1.2066096930774024,70.35599517822266,89.66999816894531,12.0
147,70.96368408203125,88.59009552001953,1.2037606849999782,70.7239990234375,89.62199401855469,12.0
148,71.1822280883789,88.66190338134766,1.199600142224818,70.37200164794922,89.74800109863281,12.0
149,71.39266204833984,88.75213623046875,1.189867439608027,70.43599700927734,89.66999816894531,12.0
150,71.49725341796875,88.89231872558594,1.1829565005264138,70.8499984741211,89.88800048828125,12.0
151,71.73485565185547,88.90293884277344,1.1777485632934237,70.95199584960938,89.8219985961914,12.0
152,71.8772201538086,89.09307098388672,1.1646768652232902,70.83799743652344,90.05799865722656,12.0
153,72.06517791748047,89.08557891845703,1.1616857139641403,71.20999908447266,89.94200134277344,12.0
154,72.09920501708984,89.17362976074219,1.1557186490603033,70.58799743652344,89.90799713134766,12.0
155,72.43234252929688,89.36064147949219,1.1420488645633433,71.0199966430664,90.10599517822266,12.0
156,72.54536437988281,89.3369140625,1.1426440482343667,71.00799560546875,90.05400085449219,12.0
157,72.48697662353516,89.45430755615234,1.1378444546685387,71.4219970703125,90.16400146484375,12.0
158,72.74268341064453,89.54703521728516,1.1269877471752086,71.2239990234375,90.06800079345703,12.0
159,72.90565490722656,89.667236328125,1.1192664962923529,71.59400177001953,90.20999908447266,12.0
160,73.10984802246094,89.72343444824219,1.1137795158933403,71.61199951171875,90.23600006103516,12.0
161,73.33589172363281,89.84707641601562,1.1024833823706968,71.5479965209961,90.40599822998047,12.0
162,73.57723236083984,89.98912811279297,1.0928228589190327,71.56999969482422,90.38199615478516,12.0
163,73.65372467041016,89.98944091796875,1.0905481126540597,71.70399475097656,90.41799926757812,12.0
164,73.80265045166016,90.1112060546875,1.0820843688572812,71.5719985961914,90.39599609375,13.0
165,73.89038848876953,90.13524627685547,1.077599000646731,71.91199493408203,90.44599914550781,13.0
166,74.11580657958984,90.19363403320312,1.0685191906391909,71.92399597167969,90.58399963378906,12.0
167,74.24100494384766,90.38158416748047,1.059089430647854,71.86199951171875,90.51200103759766,12.0
168,74.6222152709961,90.4240493774414,1.051098843142391,71.8699951171875,90.57799530029297,12.0
169,74.63033294677734,90.44277954101562,1.0489985260647168,72.11799621582031,90.50599670410156,12.0
170,74.75397491455078,90.59545135498047,1.040863075616091,72.10800170898438,90.63999938964844,12.0
171,74.9010238647461,90.65914916992188,1.0357822277404705,72.16799926757812,90.63399505615234,12.0
172,75.12488555908203,90.74156951904297,1.0267087093052925,72.31999969482422,90.75399780273438,12.0
173,75.21479797363281,90.84990692138672,1.0210064401569776,72.16600036621094,90.62999725341797,12.0
174,75.29847717285156,90.828369140625,1.0185813097542125,72.33000183105469,90.8499984741211,12.0
175,75.55574035644531,90.9270248413086,1.008695462112007,72.32799530029297,90.76399993896484,12.0
176,75.7346420288086,91.05534362792969,1.0000792197709039,72.37200164794922,90.8699951171875,12.0
177,75.71184539794922,91.01569366455078,1.0033533574996694,72.58599853515625,90.83599853515625,12.0
178,75.76274108886719,91.0053939819336,0.9987473319594616,72.41799926757812,90.95600128173828,12.0
179,76.13583374023438,91.17679595947266,0.9858103655614119,72.66799926757812,90.89199829101562,12.0
180,76.21295166015625,91.2011489868164,0.982042151636753,72.60599517822266,90.87999725341797,12.0
181,76.3790512084961,91.28544616699219,0.975199050768022,72.63999938964844,90.93399810791016,12.0
182,76.43150329589844,91.25048065185547,0.9763593555111622,72.64399719238281,90.95600128173828,12.0
183,76.64068603515625,91.43999481201172,0.9648389589427292,72.66400146484375,91.00799560546875,12.0
184,76.68970489501953,91.4359359741211,0.9607748324669217,72.75999450683594,91.00999450683594,12.0
185,76.79835510253906,91.48214721679688,0.9593376258750744,72.78799438476562,91.04199981689453,12.0
186,76.93604278564453,91.60140991210938,0.9501452343780675,72.78799438476562,91.11599731445312,12.0
187,76.87734985351562,91.53709411621094,0.9526996317022995,72.85599517822266,91.00799560546875,12.0
188,76.98724365234375,91.60140991210938,0.9479382195835439,72.93599700927734,91.0479965209961,12.0
189,77.11775207519531,91.65635681152344,0.9426134862686352,72.96399688720703,91.11599731445312,12.0
190,77.11151123046875,91.67696380615234,0.9419747608035176,72.76399993896484,91.09600067138672,12.0
191,77.21297454833984,91.67540740966797,0.9401046125436212,72.92599487304688,91.06999969482422,12.0
192,77.11182403564453,91.66385650634766,0.943649671484695,72.9000015258789,91.10199737548828,12.0
193,77.26355743408203,91.68601989746094,0.9379661103267557,72.97599792480469,91.07799530029297,12.0
194,77.3216323852539,91.71630859375,0.9385462361649429,72.89599609375,91.03599548339844,12.0
195,77.30008697509766,91.76126098632812,0.934794892136054,72.93399810791016,91.18599700927734,12.0
196,77.38157653808594,91.81184387207031,0.928236460731286,72.98799896240234,91.1240005493164,12.0
197,77.46212768554688,91.83525848388672,0.9315116124692484,72.94200134277344,91.08799743652344,13.0
198,77.50271606445312,91.91362762451172,0.9265017108091392,72.93999481201172,91.13399505615234,13.0
199,77.35034942626953,91.74409484863281,0.9352856948293433,72.87799835205078,91.17399597167969,13.0
200,77.47367858886719,91.85305786132812,0.9274697039770583,72.9219970703125,91.11199951171875,13.0
